title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
This Earth of Mankind,(2019),TV-MA,181 min,"Drama, History",6.9,A native Javanese boy and a mixed-Dutch girl fall in love during the early 20th-century colonial turbulence in Dutch East Indies (now Indonesia).,"['Hanung Bramantyo', '| ', '    Stars:', 'Iqbaal Dhiafakhri Ramadhan, ', 'Mawar Eva de Jongh, ', 'Sha Ine Febriyanti, ', 'Giorgino Abraham']",767,2149,2019,,6.5,,1.0,0,0,0,0,Hanung Bramantyo,"Drama,History",Indonesia,Indonesian,181.0,Drama
Check Point,(2017),TV-MA,97 min,"Action, Thriller, War",3.2,"Port City North Carolina: During a routine camp out, a local vagrant, a former marine discovers plans for an invasion in America. When he tries to notify the local Sheriff about his ...                See full summary »","['Thomas J. Churchill', '| ', '    Stars:', 'Kenny Johnson, ', 'William Forsythe, ', 'Tyler Mane, ', 'Kane Hodder']","1,086",13551,2017,18+,3.2,,0.0,0,1,0,0,Thomas J. Churchill,"Action,Thriller,War",United States,English,97.0,Action
Cardboard Gangsters,(2017),,92 min,"Crime, Drama",6.4,"A group of young Cardboard Gangsters attempt to gain control of the drug trade in Darndale, chasing the glorified lifestyle of money, power and sex.","[""Mark O'Connor"", '| ', '    Stars:', 'John Connors, ', 'Fionn Walton, ', 'Kierston Wareing, ', 'Jimmy Smallhorne']","3,112",765,2017,,6.4,94%,1.0,0,0,0,0,Mark O'Connor,"Crime,Drama",Ireland,English,92.0,Crime
Juanita,(I) (2019),TV-MA,90 min,Drama,6.0,"Fed up with her life, Juanita leaves her grown kids behind and hits the road in search of a fresh start.","['Clark Johnson', '| ', '    Stars:', 'Alfre Woodard, ', 'Bonnie Johnson, ', 'Jordan Nia Elizabeth, ', 'Acoryé White']","2,401",977,2019,18+,5.9,77%,1.0,0,0,0,0,Clark Johnson,Drama,United States,"English,Spanish",90.0,Drama
Lady-Like,(2017),R,82 min,"Comedy, Romance",5.2,"When a quick-witted but co-dependent college girl helps her best friend land a boyfriend, she's left on the outside looking in and is forced to deal with the realities of adulthood for the first time.","['Brent Craft', '| ', '    Stars:', 'Stephanie Simbari, ', 'Olivia Luccardi, ', 'Sarah Moliski, ', 'Corinne Mestemacher']","7,014",1745,2017,18+,6.0,,1.0,0,0,0,0,Brent Craft,"Comedy,Romance",United States,English,82.0,Comedy
Circus of Books,(2019),Not Rated,92 min,"Documentary, Biography, History",7.1,"In 1976, Karen and Barry Mason had fallen on hard times and were looking for a way to support their young family when they answered an ad in the Los Angeles Times. Larry Flynt was seeking ...                See full summary »","['Rachel Mason', '| ', '    Stars:', 'Karen Mason, ', 'Barry Mason, ', 'Micah Mason, ', 'Rachel Mason']","4,669",309,2019,,7.1,98%,1.0,0,0,0,0,Rachel Mason,"Documentary,Biography",United States,English,92.0,Documentary
Whitney,(2018),R,120 min,"Documentary, Biography, Drama",7.3,An in-depth look at the life and music of Whitney Houston.,"['Kevin Macdonald', '| ', '    Stars:', 'Whitney Houston, ', 'Ellen White, ', 'Michael Houston, ', 'Cissy Houston']","7,413",3726,2018,18+,7.3,88%,0.0,1,0,0,0,,Comedy,United States,English,30.0,Comedy
Seventeen,(2019),TV-MA,99 min,Drama,7.2,"To find a shelter dog he befriended, a 17-year-old boy escapes a juvenile detention center and is joined on his quest by his older brother.","['Daniel Sánchez Arévalo', '| ', '    Stars:', 'Biel Montoro, ', 'Nacho Sánchez, ', 'Lola Cordón, ', 'Itsaso Arana']","4,111",1478,2019,18+,7.2,,1.0,0,0,0,0,Burr Steers,"Comedy,Drama,Fantasy",United States,English,102.0,Comedy
Lionheart,(2018),TV-PG,95 min,Comedy,5.7,"Running a company can be challenging, especially for a female in a male-dominated industry. Looking to prove her worth, Adaeze steps up to the challenge when health issues force her father to take a step back.","['Genevieve Nnaji', '| ', '    Stars:', 'Genevieve Nnaji, ', 'Nkem Owoh, ', 'Pete Edochie, ', 'Onyeka Onwenu']","1,488",2325,2018,,5.6,,1.0,0,1,0,0,Sheldon Lettich,"Action,Crime,Drama,Sport",United States,"English,Serbian",108.0,Action
Sunday's Illness,(2018),PG-13,113 min,Drama,6.9,"Wealthy Anabel, 65, receives an unexpected visit from Chiara, the daughter she abandoned 30 years ago. Chiara has a request: that they spend 10 days together. Anabel goes out of guilt, but there are conditions of which she is unaware.","['Ramón Salazar', '| ', '    Stars:', 'Bárbara Lennie, ', 'Susi Sánchez, ', 'Greta Fernández, ', 'Bruna González']","3,619",723,2018,13+,6.9,94%,1.0,0,0,0,0,Ramón Salazar,Drama,Spain,"Spanish,French",113.0,Drama
Splatter,(2009),TV-14,29 min,"Comedy, Horror",3.2,"After self-righteous rock star Jonny Splatter puts a bullet in his own head, only five people are chosen to attend the reading of Splatter's will: the manager, the shrink, the guitarist, ...                See full summary »","['Corey Feldman, ', 'Tony Todd, ', 'Erin Way, ', 'Mark Alan']",634,3170,2015,,3.1,,1.0,0,0,0,0,,Horror,United States,English,29.0,Horror
Becoming,(II) (2020),PG,89 min,"Documentary, Biography",6.9,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others during her 2019 book tour for 'Becoming.'","['Nadia Hallgren', '| ', '    Stars:', 'Elizabeth Alexander, ', 'Adrian K. Collins, ', 'Valerie Jarrett, ', 'Gayle King']","6,391",1190,2020,7+,6.6,,1.0,0,0,0,0,Nadia Hallgren,Documentary,United States,English,89.0,Documentary
Maktub,(2017),TV-MA,100 min,"Comedy, Drama",7.3,"The biggest Israeli blockbuster since 1986 . Steve and Chuma , two criminals are the sole survivors of a terrorist attack at a restaurant in Jerusalem. They decide to change their ways and ...                See full summary »","['Oded Raz', '| ', '    Stars:', 'Guy Amir, ', 'Hanan Savyon, ', 'Gal Amitai, ', 'Chen Amsalem']","2,764",1263,2017,,7.5,,1.0,0,0,0,0,Oded Raz,"Comedy,Drama",Israel,Hebrew,100.0,Comedy
Maria,(II) (2019),TV-MA,90 min,"Action, Crime, Drama",5.0,A Filipino female assassin quits and fakes her death. Her old boss finds out after she's gotten a family. He tries to kill them. She responds.,"['Pedring Lopez', '| ', '    Stars:', 'Cristine Reyes, ', 'Germaine De Leon, ', 'KC Montero, ', 'Ronnie Lazaro']","2,196",1622,2019,18+,5.0,,1.0,0,0,0,0,Pedring Lopez,"Action,Drama,Thriller",Philippines,"Tagalog,Filipino,English",90.0,Action
Bill Burr: Paper Tiger,(2019 TV Special),TV-MA,67 min,Comedy,8.1,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.","['Mike Binder', '| ', '    Star:', 'Bill Burr']","11,373",196,2019,18+,8.2,86%,1.0,0,0,0,0,Mike Binder,Comedy,"United States,United Kingdom",English,67.0,Comedy
About Time,(2018),,70 min,Fantasy,6.9,"Our heroine will have the unfortunate ability to see the ""life clocks"" of everyone around her, including herself, and the hero will somehow be able to stop her ""time"" without lifting a ...                See full summary »","['Kim Ro Woon, ', 'Lee Song-Kyoung, ', 'Kim Hae-sook, ', 'Na Young-hee']",614,74,2013,18+,7.8,68%,1.0,0,0,0,0,Richard Curtis,"Comedy,Drama,Fantasy,Romance,Sci-Fi",United Kingdom,English,123.0,Comedy
Wildflower,(II) (2014),PG-13,92 min,"Drama, Thriller",5.2,A college student struggling with a painful childhood begins to have a reoccurring nightmare that compels her to confront her past and restore her faith.,"['Nicholas DiBella', '| ', '    Stars:', 'Nathalia Ramos, ', 'Cody Anthony, ', 'Alexa Rose Steele, ', 'Benjamin Ashbrook']",968,9559,2016,13+,5.2,,0.0,0,1,0,0,Diane Keaton,"Drama,Romance",United States,English,120.0,Drama
Blood Brother,(2018),R,90 min,"Action, Crime, Drama",4.4,"The lives of two best friends take different paths when Jake goes to prison to protect his friends, and Chris turns things around to become a police officer. Released after 15 years, Jake seeks revenge against his friends.","['John Pogue', '| ', '    Stars:', 'Trey Songz, ', 'Jack Kesy, ', 'China Anne McClain, ', 'Hassan Johnson']","1,052",4889,2013,7+,8.3,73%,0.0,0,1,0,0,Tom Holland,"Horror,Thriller",United States,English,87.0,Horror
Nazi Concentration Camps,(1945),Not Rated,59 min,"Documentary, History",8.3,Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.,"['George Stevens', '| ', '    Stars:', 'Dwight D. Eisenhower, ', 'Omar N. Bradley, ', 'George S. Patton, ', 'Hayden Sears']","1,481",1479,1945,,8.3,,1.0,0,0,0,0,George Stevens,"Documentary,History",United States,English,59.0,Documentary
Disciples of the 36th Chamber,(1985),,90 min,"Action, Comedy",6.4,Gordon Liu Chia-hui reprises his famous Monk San Te role as he tries to support and protect Shaolin her Fang Shih-yu who purposely attacks corrupt Ching officials. Fights by legendary action director Liu Chia-liang are to die for.,"['Chia-Liang Liu', '| ', '    Stars:', 'Hou Hsiao, ', 'Chia-Hui Liu, ', 'Lily Li, ', 'Jason Piao Pai']","1,976",2523,1985,18+,6.5,,1.0,0,1,0,0,Chia-Liang Liu,"Action,Comedy",Hong Kong,"Cantonese,Mandarin",90.0,Action
Chasing Coral,(2017),,93 min,Documentary,8.0,"Coral reefs around the world are vanishing at an unprecedented rate. A team of divers, photographers and scientists set out on a thrilling ocean adventure to discover why and to reveal the underwater mystery to the world.","['Jeff Orlowski-Yang', '| ', '    Stars:', 'Andrew Ackerman, ', 'Pim Bongaerts, ', 'Neal Cantin, ', 'Phil Dustan']","5,250",241,2017,,8.1,100%,1.0,0,0,0,0,Jeff Orlowski,Documentary,United States,English,93.0,Documentary
Welcome to Dongmakgol,(2005),Not Rated,133 min,"Comedy, Drama, War",7.6,Soldiers from both sides of the Korean divide live among villagers who know nothing of the war.,"['Kwang-Hyun Park', '| ', '    Stars:', 'Jae-yeong Jeong, ', 'Shin Ha-kyun, ', 'Kang Hye-jeong, ', 'Ha-ryong Lim']","7,195",4773,2005,,7.7,86%,0.0,0,1,0,0,Kwang-Hyun Park,"Comedy,Drama,War",South Korea,"Korean,English",133.0,Comedy
Sabrina,(2018),,113 min,"Horror, Thriller",4.1,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to call her late mother's spirit.,"['Rocky Soraya', '| ', '    Stars:', 'Luna Maya, ', 'Christian Sugiono, ', 'Sara Wijayanto, ', 'Jeremy Thomas']","1,785",2057,2018,,4.2,,1.0,0,0,0,0,,"Comedy,Family,Fantasy",United States,English,22.0,Comedy
F.R.E.D.I.,(2018),,90 min,"Adventure, Family, Sci-Fi",5.0,James needs a topic for his science project at high school or he'll fail his class. He finds an AI robot in the woods near home.,"['Sean Olson', '| ', '    Stars:', 'Kelly Hu, ', 'Angus Macfadyen, ', 'Candace Cameron Bure, ', 'Lucius Hoyos']","1,042",2274,2018,,5.0,,1.0,0,0,0,0,Sean Olson,"Adventure,Family,Sci-Fi",United States,,89.0,Adventure
Filosofi Kopi,(2015),,117 min,Drama,7.1,"A coffee shop struggling to pay their debts, while at the same time maintaining their principles.","['Angga Dwimas Sasongko', '| ', '    Stars:', 'Rio Dewanto, ', 'Chicco Jerikho, ', 'Julie Estelle, ', 'Jajang C. Noer']",742,2312,2015,,7.1,,1.0,0,0,0,0,Angga Dwimas Sasongko,Drama,Indonesia,Indonesian,117.0,Drama
Dragon Age: Dawn of the Seeker,(2012),Not Rated,90 min,"Animation, Action, Adventure",5.7,"In the land of Orlais, where battles are fought with swords and magic, a young heroine rises as templars, mages, and dragons clash. Cassandra, a brash and beautiful Seeker, must stop a ...                See full summary »","['Fumihiko Sori', '| ', '    Stars:', 'Colleen Clinkenbeard, ', 'J. Michael Tatum, ', 'Chuck Huber, ', 'R. Bruce Elliott']","2,957",4254,2012,,5.8,,0.0,1,0,0,0,Fumihiko Sori,"Animation,Action,Adventure,Fantasy","United States,Japan",English,90.0,Animation
Loev,(2015),,92 min,"Drama, Romance",5.9,"A weekend trip between friends takes a sudden turn, making them each question what love is and what it means to them.","['Sudhanshu Saria', '| ', '    Stars:', 'Dhruv Ganesh, ', 'Siddharth Menon, ', 'Shiv Panditt, ', 'Dixit']","2,752",1785,2016,,5.8,,1.0,0,0,0,0,Sudhanshu Saria,"Drama,Romance",India,"Hindi,English",92.0,Drama
Strong Island,(2017),TV-MA,107 min,"Documentary, Crime",6.4,"When filmmaker Yance Ford investigates the 1992 murder of a young Black man, it becomes an achingly personal journey since the victim, 24-year-old William Ford Jr., was the filmmaker's brother.","['Yance Ford', '| ', '    Stars:', 'Yance Ford, ', 'Harvey Walker, ', 'Kevin Myers, ', 'Lauren Ford']","3,936",567,2017,,6.4,100%,1.0,0,0,0,0,Yance Ford,Documentary,"United States,Denmark",English,107.0,Documentary
Cuba and the Cameraman,(2017),,113 min,Documentary,8.2,"Life in Cuba for three struggling families over the course of 45 years, from the cautious optimism of the early 1970s to the harrowing 1990s after the fall of the Soviet Union and the 2016 death of Fidel Castro.",['Jon Alpert'],"4,943",339,2017,,8.2,100%,1.0,0,0,0,0,Jon Alpert,Documentary,United States,"English,Spanish",113.0,Documentary
Godzilla: The Planet Eater,(2018),TV-14,91 min,"Animation, Action, Adventure",5.0,"Humanity, their alien allies, and Godzilla all enter their endgame as the powerful destructive entity known as Ghidorah arrives on Earth.","['Hiroyuki Seshita, ', 'Kôbun Shizuno', '| ', '    Stars:', 'Mamoru Miyano, ', 'Takahiro Sakurai, ', 'Kana Hanazawa, ', 'Tomokazu Sugita']","4,259",2378,2018,13+,5.0,,1.0,0,0,0,0,"Hiroyuki Seshita,Kôbun Shizuno","Animation,Action,Adventure,Horror,Sci-Fi",Japan,Japanese,91.0,Animation
Habibie & Ainun,(2012),TV-14,120 min,"Biography, Drama, Romance",7.6,"This movie is based on the memoir written by the 3rd President of Indonesia and one of the world-famous engineer, B.J. Habibie about his wife, Hasri Ainun Habibie.","['Faozan Rizal', '| ', '    Stars:', 'Reza Rahadian, ', 'Bunga Citra Lestari, ', 'Tio Pakusadewo, ', 'Ratna Riantiarno']","2,144",1123,2012,,7.6,,1.0,0,0,0,0,Faozan Rizal,"Biography,Drama,Romance","Indonesia,Singapore","Indonesian,German",120.0,Biography
Sahara,(2017),TV-Y7,86 min,"Animation, Adventure, Comedy",5.5,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.,"['Pierre Coré', '| ', '    Stars:', 'Omar Sy, ', 'Louane Emera, ', 'Franck Gastambide, ', 'Vincent Lacoste']","2,841",1895,2017,7+,5.5,,1.0,0,0,0,0,Breck Eisner,"Action,Adventure,Comedy","United Kingdom,Spain,Germany,United States","English,French,Arabic",124.0,Action
Burning Sands,(2017),TV-MA,96 min,Drama,6.0,"Deep into Hell Week, a favored pledgee is torn between honoring his code of silence or standing up against the intensifying violence of underground hazing.","['Gerard McMurray', '| ', '    Stars:', 'Trevor Jackson, ', 'Tosin Cole, ', 'DeRon Horton, ', 'Alfre Woodard']","2,886",856,2017,18+,6.1,86%,1.0,0,0,0,0,Gerard McMurray,Drama,United States,English,96.0,Drama
Deep,(2021),TV-MA,101 min,"Drama, Mystery, Sci-Fi",4.8,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control and must find a way out before it's too late.,"['Sita Likitvanichkul, ', 'Jetarin Ratanaserikiat, ', 'Apirak Samudkidpisan, ', 'Thanabodee Uawithya, ', 'Adirek Wattaleela', '| ', '    Stars:', 'Panisara Rikulsurakan, ', 'Kay Lertsittichai, ', 'Supanaree Sutavijitvong, ', 'Krit Jeerapattananuwong']","1,483",2180,2017,7+,4.1,33%,1.0,0,0,0,0,Julio Soto Gurpide,"Animation,Adventure,Comedy,Family","Spain,Belgium,Switzerland,United States,China,United Kingdom",English,92.0,Animation
Silencer,(2018),Not Rated,88 min,"Drama, Thriller",3.8,"Disgraced alcoholic veteran must reawaken all his deadly skills, and track down his former employer when he fails to complete his last hit.","['Timothy Woodward Jr.', '| ', '    Stars:', 'Johnny Messner, ', 'Tito Ortiz, ', 'Chuck Liddell, ', 'Danny Trejo']","1,142",3346,2018,,3.8,,1.0,0,0,0,0,Timothy Woodward Jr.,"Action,Drama,Thriller",United States,English,88.0,Action
Layla M.,(2016),,98 min,Drama,6.6,A teenage Muslim growing up in Amsterdam becomes radicalised.,"['Mijke de Jong', '| ', '    Stars:', 'Nora El Koussour, ', 'Ilias Addab, ', 'Hassan Akkouch, ', 'Yasemin Cetinkaya']","1,749",599,2016,,6.7,100%,1.0,0,0,0,0,Mijke de Jong,Drama,"Netherlands,Belgium,Germany,Jordan","Arabic,English,Dutch",98.0,Drama
American Dreamer,(2018),R,92 min,"Crime, Drama, Thriller",6.2,"A down on his luck HAIL driver who makes extra cash chauffeuring a low level drug dealer around town, finds himself in a serious financial bind and decides to kidnap the dealer's child.","['Derrick Borte', '| ', '    Stars:', 'Alejandro Hernandez, ', 'Tammy Blanchard, ', 'Jim Gaffigan, ', 'Isabel Arraiza']",976,8303,2019,18+,6.0,,0.0,0,1,0,0,Derrick Borte,"Crime,Thriller",United States,English,92.0,Crime
Made in China,(II) (2019),,128 min,"Comedy, Drama",6.3,"Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.","['Mikhil Musale', '| ', '    Stars:', 'Rajkummar Rao, ', 'Boman Irani, ', 'Mouni Roy, ', 'Paresh Rawal']","4,478",2357,2019,,5.7,,1.0,0,0,0,0,Mikhil Musale,"Comedy,Drama",India,Hindi,128.0,Comedy
Garbage,(I) (2018),,105 min,"Drama, Thriller",3.7,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.,"['Qaushiq Mukherjee', '| ', '    Stars:', 'Tanmay Dhanania, ', 'Trimala Adhikari, ', 'Satarupa Das, ', 'Gitanjali Dang']","1,029",3231,2018,,3.3,60%,1.0,0,1,0,0,Qaushiq Mukherjee,"Drama,Thriller",India,"English,Hindi",105.0,Drama
And Breathe Normally,(2018),TV-14,95 min,Drama,6.9,"Two women's lives will intersect while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.","['Isold Uggadottir', '| ', '    Stars:', 'Kristín Þóra Haraldsdóttir, ', 'Babetida Sadjo, ', 'Patrik Nökkvi Pétursson, ', 'Kolbeinn Arnbjörnsson']","3,122",1164,2018,16+,6.8,92%,1.0,0,0,0,0,Isold Uggadottir,Drama,"Iceland,Sweden,Belgium","Icelandic,English",95.0,Drama
Homecoming: A Film by Beyoncé,(2019),TV-MA,137 min,"Documentary, Music",7.5,"This intimate, in-depth look at Beyoncé's celebrated 2018 Coachella performance reveals the emotional road from creative concept to cultural movement.","['Beyoncé, ', 'Ed Burke', '| ', '    Stars:', 'Beyoncé, ', 'Joe Brown, ', 'Marvin Brown, ', 'Nirine S. Brown']","7,168",816,2019,13+,7.4,98%,1.0,0,0,0,0,"Beyoncé,Ed Burke","Documentary,Music",United States,English,137.0,Documentary
Running Wild,(2017),PG,99 min,"Drama, Western",5.8,"Stella Davis, a widow who saves her ranch by working with convicts to rehabilitate a herd of wild horses that wandered on to her property, must fight prejudice.","['Alex Ranarivelo', '| ', '    Stars:', 'Sharon Stone, ', 'Tommy Flanagan, ', 'Jason Lewis, ', 'Christina Moore']","1,406",8047,2006,18+,6.3,,0.0,0,1,0,0,Hal Kanter,"Drama,Musical",United States,English,101.0,Drama
Chopsticks,(2019),,100 min,"Comedy, Drama",6.5,A gifted but insecure woman is in for a transformative experience when she enlists an enigmatic con to help recover her stolen car from a Mumbai thug.,"['Sachin Yardi', '| ', '    Stars:', 'Abhay Deol, ', 'Mithila Palkar, ', 'Vijay Raaz, ', 'Achint Kaur']","4,800",1267,2019,,6.5,20%,1.0,0,0,0,0,Sachin Yardi,"Comedy,Drama",India,Hindi,100.0,Comedy
Chhota Bheem Kung Fu Dhamaka,(2019),,97 min,"Animation, Action, Adventure",5.3,"Chhota Bheem and his friends decide to participate in the annual martial arts competition held at China, where the country's princess gets kidnapped by an evil demon Zuhu.","['Rajiv Chilaka, ', 'Binayak Das', '| ', '    Stars:', 'Urvi Ashar, ', 'Asif Ali Beig, ', 'Jigna Bhardwaj, ', 'Rupa Bhimani']",171,2690,2019,all,6.4,,1.0,0,1,0,0,"Rajiv Chilaka,Binayak Das","Animation,Action,Adventure",India,"Hindi,English",97.0,Animation
Dragon Quest: Your Story,(2019),,103 min,"Animation, Action, Adventure",6.5,Based on the fifth Dragon Quest game.,"['Takashi Yamazaki', '| ', '    Stars:', 'Kasumi Arimura, ', 'Steve Blum, ', 'Shaun Conde, ', 'Jacob Craner']","2,871",1325,2019,7+,6.6,,1.0,0,0,0,0,Takashi Yamazaki,"Animation,Adventure,Family",Japan,Japanese,103.0,Animation
Hold Your Breath,(2012),R,87 min,"Horror, Thriller",3.3,A group of friends on a weekend camping trip find themselves being picked off one by one when one member of the group refuses to abide by the urban myth that you can breathe in evil spirits when passing cemeteries.,"['Jared Cohn', '| ', '    Stars:', 'Katrina Bowden, ', 'Randy Wayne, ', 'Erin Marie Hogan, ', 'Steve Hanks']","2,004",15642,2012,18+,3.2,,0.0,0,1,0,0,Daniel Roby,"Drama,Mystery,Sci-Fi,Thriller","France,Canada","French,English",89.0,Drama
Coyotes,(2021– ),,45 min,Drama,5.2,"A scout patrol stumbles upon diamonds during a camp. Torn between give them back, sharing them, or keeping them, each member questions his own morality. Meanwhile, there is a danger for the...                See full summary »","['Olivia Castanho, ', 'Andria Kozica, ', 'Louka Minnella, ', 'Nilton Martins']",322,13912,1999,,6.1,,0.0,0,1,0,0,Kevin McCarey,Drama,United States,English,90.0,Drama
Her Infidelity,(2015 TV Movie),TV-14,83 min,"Drama, Thriller",3.5,"It's all fun and games when an attractive new male teacher comes to town. That is, until a lonely housewife discovers he is really a mentally deranged psychopath, after she mistakingly had a fling with him one night.","['Christie Will Wolf', '| ', '    Stars:', 'Rachel Hunter, ', 'Clayton James, ', 'Lane Edwards, ', 'Miranda Frigon']",565,10307,2015,13+,3.6,,0.0,0,1,0,0,Christie Will Wolf,"Drama,Thriller",Canada,English,83.0,Drama
Our Lovers,(2016),,88 min,"Comedy, Drama, Romance",6.7,"One man, one woman, one rule: not fall in love.","['Miguel Ángel Lamata', '| ', '    Stars:', 'Eduardo Noriega, ', 'Michelle Jenner, ', 'Fele Martínez, ', 'Amaia Salamanca']","4,274",1329,2016,,6.7,20%,1.0,0,0,0,0,Miguel Ángel Lamata,"Comedy,Drama,Romance",Spain,Spanish,88.0,Comedy
The Plagues of Breslau,(2018),TV-MA,110 min,"Action, Crime, Mystery",5.9,Every day at 6 pm a serial killer kills a different person. Police officer Helena Rus decides to find the killer by researching about 18th century history of the city.,"['Patryk Vega', '| ', '    Stars:', 'Malgorzata Kozuchowska, ', 'Daria Widawska, ', 'Katarzyna Bujakiewicz, ', 'Andrzej Grabowski']","5,084",1434,2018,,5.7,,1.0,0,0,0,0,Patryk Vega,"Action,Crime,Mystery,Thriller",Poland,Polish,93.0,Action
Bad Day for the Cut,(2017),Not Rated,99 min,"Action, Crime, Drama",6.5,"A middle-aged Irish farmer, who still lives at home with his mother, sets off on a mission of revenge when his mother is murdered.","['Chris Baugh', '| ', '    Stars:', ""Nigel O'Neill, "", 'Susan Lynch, ', 'Józef Pawlowski, ', 'Stuart Graham']","8,260",501,2017,,6.5,92%,1.0,0,0,0,0,Chris Baugh,"Action,Crime,Drama,Thriller",United Kingdom,English,99.0,Action
Morris from America,(2016),R,91 min,"Comedy, Drama, Romance",6.3,The romantic and coming-of-age misadventures of a 13-year-old American living in Germany.,"['Chad Hartigan', '| ', '    Stars:', 'Markees Christmas, ', 'Craig Robinson, ', 'Carla Juri, ', 'Patrick Güldenberg']","5,379",741,2016,18+,6.2,88%,1.0,0,0,0,0,Chad Hartigan,"Comedy,Drama,Romance","Germany,United States","German,English",91.0,Comedy
The Seven Deadly Sins: Prisoners of the Sky,(2018),,99 min,"Animation, Action, Fantasy",7.1,The Seven Deadly Sins travel to the Sky Temple in search of an elusive ingredient.,"['Yasuto Nishikata, ', 'Kino Abe', '| ', '    Stars:', 'Yûki Kaji, ', 'Sora Amamiya, ', 'Misaki Kuno, ', 'Aoi Yûki']","4,863",1311,2018,,7.1,,1.0,0,0,0,0,"Yasuto Nishikata,Noriyuki Abe","Animation,Action,Fantasy",Japan,Japanese,99.0,Animation
Black Snow,(2017),,90 min,"Crime, Drama, Mystery",6.2,"Accused of killing his brother during adolescence, Salvador lives alone in the middle of Patagonia. Several decades later, his brother Marcos and his sister-in-law Laura, come to convince him to sell the lands they share by inheritance.","['Martín Hodara', '| ', '    Stars:', 'Ricardo Darín, ', 'Leonardo Sbaraglia, ', 'Laia Costa, ', 'Federico Luppi']","5,796",1298,2017,,6.2,57%,1.0,0,0,0,0,Martín Hodara,"Crime,Drama,Mystery,Thriller","Argentina,Spain",Spanish,90.0,Crime
Dead Kids,(2019),TV-MA,98 min,Thriller,5.4,A socially awkward teen bonds with a group of misfits who plot to abduct the schools arrogant rich kid until their kidnapping scheme turns deadly.,"['Mikhail Red', '| ', '    Stars:', 'Kelvin Miranda, ', 'Vance Larena, ', 'Khalil Ramos, ', 'Jan Silverio']",585,1862,2019,18+,5.5,,1.0,0,0,0,0,Michael Laughlin,"Horror,Mystery,Sci-Fi,Thriller","Australia,New Zealand",English,105.0,Horror
Chandni Bar,(2001),Not Rated,150 min,"Crime, Drama",7.6,"A displaced woman is forced to become a beer-bar dancer, and sire children of a gangster.","['Madhur Bhandarkar', '| ', '    Stars:', 'Tabu, ', 'Atul Kulkarni, ', 'Rajpal Naurang Yadav, ', 'Shri Vallabh Vyas']","2,650",7297,2001,,7.6,,0.0,0,1,0,0,Madhur Bhandarkar,"Crime,Drama",India,Hindi,150.0,Crime
Struggle: The Life and Lost Art of Szukalski,(2018),TV-MA,115 min,"Documentary, Biography",7.9,"This documentary chronicles the life of Polish-American artist Stanislav Szukalski (1893-1987) from his early years in Chicago, to his time in Poland and Los Angeles, and his artistic and political contributions to the world.","['Ireneusz Dobrowolski', '| ', '    Stars:', 'Stanislav Szukalski, ', 'Glenn Bray, ', 'Robert Williams, ', 'Suzanne Williams']","4,272",1065,2018,18+,8.0,,1.0,0,0,0,0,Irek Dobrowolski,Documentary,"Poland,United States",English,115.0,Documentary
A Plastic Ocean,(2016),,102 min,Documentary,7.9,"Journalist Craig Leeson teams up with diver Tanya Streeter and an international team of scientists and researchers, and they travel to twenty locations around the world over the next four years to explore the fragile state of our oceans.","['Craig Leeson', '| ', '    Stars:', 'David Attenborough, ', 'Sylvia Earle, ', 'Ben Fogle, ', 'Craig Leeson']","3,092",1189,2016,,8.0,,1.0,0,0,0,0,Craig Leeson,Documentary,"United Kingdom,Hong Kong",English,102.0,Documentary
Dave Chappelle: Equanimity,(2017 TV Special),TV-MA,60 min,Comedy,8.1,"Dave talks about not actually growing up in the projects, the hate he received from the transgender community, and from fake news.","['Stan Lathan', '| ', '    Stars:', 'Dave Chappelle, ', 'Donnell Rawlings']","12,553",1780,2017,,8.2,,1.0,0,0,0,0,Stan Lathan,Comedy,United States,English,64.0,Comedy
Taylor Tomlinson: Quarter-Life Crisis,(2020 TV Special),TV-14,61 min,Comedy,7.4,"She's halfway through her 20s, and she's over it. Too old to party, too young to settle down, comedian Taylor Tomlinson takes aim at her life choices.","['Marcus Raboy', '| ', '    Star:', 'Taylor Tomlinson']","3,960",1287,2020,,7.4,,1.0,0,0,0,0,Marcus Raboy,Comedy,United States,English,61.0,Comedy
