title,year,certificate,duration,genre,rating,description,stars,votes,ID,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Directors,Genres,Country,Language,Runtime,primary_genre
The Guilty,(2021),R,90 min,"Crime, Drama, Thriller",6.3,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,"['Antoine Fuqua', '| ', '    Stars:', 'Jake Gyllenhaal, ', 'Riley Keough, ', 'Peter Sarsgaard, ', 'Christina Vidal']","121,907",3599,2018,18+,7.5,97%,0.0,1,1,0,0,Gustav Möller,"Crime,Drama,Thriller",Denmark,Danish,85.0,Crime
Scorpion,(2014–2018),TV-14,43 min,"Action, Crime, Drama",7.0,An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,"['Elyes Gabel, ', 'Katharine McPhee, ', 'Eddie Kaye Thomas, ', 'Jadyn Wong']","53,803",9469,2007,18+,5.4,,0.0,0,1,0,0,,"Action,Crime,Drama,Thriller",United States,English,43.0,Action
Snowpiercer,(2020–2023),TV-MA,60 min,"Action, Drama, Sci-Fi",6.9,"Seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a perpetually-moving train that circles the globe, where class warfare, social injustice and the politics of survival play out.","['Daveed Diggs, ', 'Mickey Sumner, ', 'Alison Wright, ', 'Iddo Goldberg']","54,342",59,2013,18+,7.1,94%,1.0,0,0,0,0,,"Action,Drama,Sci-Fi,Thriller",United States,English,60.0,Action
Kill Bill: Vol. 1,(2003),R,111 min,"Action, Crime, Drama",8.2,"After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Daryl Hannah, ', 'Michael Madsen']","1,103,348",3568,2003,18+,8.1,85%,0.0,1,0,0,0,Quentin Tarantino,"Action,Crime,Thriller","United States,Japan","English,Japanese,French",111.0,Action
Annihilation,(I) (2018),R,115 min,"Adventure, Drama, Horror",6.8,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.","['Alex Garland', '| ', '    Stars:', 'Natalie Portman, ', 'Jennifer Jason Leigh, ', 'Tessa Thompson, ', 'Benedict Wong']","323,342",3596,2018,18+,6.9,88%,0.0,1,1,0,0,Alex Garland,"Adventure,Drama,Horror,Mystery,Sci-Fi,Thriller","United Kingdom,United States",English,115.0,Adventure
The Irishman,(2019),R,209 min,"Biography, Crime, Drama",7.8,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,"['Martin Scorsese', '| ', '    Stars:', 'Robert De Niro, ', 'Al Pacino, ', 'Joe Pesci, ', 'Harvey Keitel']","382,523",29,2019,18+,7.9,96%,1.0,0,0,0,0,Martin Scorsese,"Biography,Crime,Drama",United States,"English,Italian,Latin,Spanish,German",209.0,Biography
Booksmart,(2019),R,102 min,Comedy,7.1,"On the eve of their high-school graduation, two academic superstars and best friends realize they should have worked less and played more. Determined not to fall short of their peers, the girls try to cram four years of fun into one night.","['Olivia Wilde', '| ', '    Stars:', 'Kaitlyn Dever, ', 'Beanie Feldstein, ', 'Jessica Williams, ', 'Jason Sudeikis']","117,900",3592,2019,18+,7.2,97%,0.0,1,0,0,0,Olivia Wilde,Comedy,United States,"English,Mandarin,Spanish",102.0,Comedy
Frozen,(I) (2013),PG,102 min,"Animation, Adventure, Comedy",7.4,"When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.","['Chris Buck, ', 'Jennifer Lee', '| ', '    Stars:', 'Kristen Bell, ', 'Idina Menzel, ', 'Jonathan Groff, ', 'Josh Gad']","620,220",16244,2013,7+,7.4,90%,0.0,0,0,1,0,"Chris Buck,Jennifer Lee","Animation,Adventure,Comedy,Family,Fantasy,Musical",United States,"English,Norwegian",102.0,Animation
Heartstopper,(2022– ),TV-14,30 min,"Drama, Romance",8.7,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,"['Joe Locke, ', 'Kit Connor, ', 'Yasmin Finney, ', 'William Gao']","49,420",12716,2006,,4.1,,0.0,0,1,0,0,Bob Keen,"Horror,Thriller",Canada,English,92.0,Horror
The Platform,(2019),TV-MA,94 min,"Horror, Sci-Fi, Thriller",7.0,A vertical prison with one cell per level. Two people per cell. Only one food platform and two minutes per day to feed. An endless nightmare trapped in The Hole.,"['Galder Gaztelu-Urrutia', '| ', '    Stars:', 'Ivan Massagué, ', 'Zorion Eguileor, ', 'Antonia San Juan, ', 'Emilio Buale']","219,327",93,2019,18+,7.0,82%,1.0,0,0,0,0,Galder Gaztelu-Urrutia,"Horror,Sci-Fi,Thriller",Spain,Spanish,94.0,Horror
Fighting with My Family,(2019),PG-13,108 min,"Biography, Comedy, Drama",7.1,A former wrestler and his family make a living performing at small venues around the country while his kids dream of joining World Wrestling Entertainment.,"['Stephen Merchant', '| ', '    Stars:', 'Dwayne Johnson, ', 'Lena Headey, ', 'Vince Vaughn, ', 'Florence Pugh']","81,142",3600,2019,13+,7.1,93%,0.0,1,1,0,0,Stephen Merchant,"Biography,Comedy,Drama,Sport","United Kingdom,United States,Mexico",English,108.0,Biography
Captain America: Civil War,(2016),PG-13,147 min,"Action, Adventure, Sci-Fi",7.8,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"['Anthony Russo, ', 'Joe Russo', '| ', '    Stars:', 'Chris Evans, ', 'Robert Downey Jr., ', 'Scarlett Johansson, ', 'Sebastian Stan']","776,556",16228,2016,13+,7.8,91%,0.0,0,0,1,0,"Anthony Russo,Joe Russo","Action,Adventure,Sci-Fi",United States,"English,German,Xhosa,Russian,Romanian,Hindi",147.0,Action
6 Underground,(2019),R,128 min,"Action, Thriller",6.1,"Six individuals from all around the globe, each the very best at what they do, have been chosen not only for their skill, but for a unique desire to delete their pasts to change the future.","['Michael Bay', '| ', '    Stars:', 'Ryan Reynolds, ', 'Mélanie Laurent, ', 'Manuel Garcia-Rulfo, ', 'Ben Hardy']","174,852",407,2019,18+,6.1,36%,1.0,0,0,0,0,Michael Bay,"Action,Comedy,Thriller",United States,"English,Turkmen,Cantonese,Italian,Spanish,Ukrainian,French",128.0,Action
Public Enemies,(2009),R,140 min,"Action, Biography, Crime",7.0,"The Feds try to take down notorious American gangsters John Dillinger, Baby Face Nelson, and Pretty Boy Floyd during a booming crime wave in the 1930s.","['Michael Mann', '| ', '    Stars:', 'Christian Bale, ', 'Johnny Depp, ', 'Christian Stolte, ', 'Jason Clarke']","302,797",279,2009,18+,7.0,68%,1.0,0,0,0,0,Michael Mann,"Biography,Crime,Drama,History","United States,Japan",English,140.0,Biography
The Invitation,(I) (2015),Not Rated,100 min,"Drama, Horror, Mystery",6.6,"A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.","['Karyn Kusama', '| ', '    Stars:', 'Logan Marshall-Green, ', 'Emayatzy Corinealdi, ', 'Michiel Huisman, ', 'Tammy Blanchard']","108,509",189,2015,,6.6,88%,1.0,0,1,0,0,Karyn Kusama,"Drama,Mystery,Thriller",United States,English,100.0,Drama
Terrifier,(2016),Unrated,82 min,"Horror, Thriller",5.6,"On Halloween night, Tara Heyes finds herself as the obsession of a sadistic murderer known as Art the Clown.","['Damien Leone', '| ', '    Stars:', 'Jenna Kanell, ', 'Samantha Scaffidi, ', 'David Howard Thornton, ', 'Catherine Corcoran']","19,119",794,2016,,5.6,69%,1.0,0,0,0,0,Damien Leone,"Horror,Thriller",United States,English,82.0,Horror
Polar,(I) (2019),TV-MA,118 min,"Action, Thriller",6.3,"A retiring assassin suddenly finds himself on the receiving end of a hit, contracted by none other than his own employer seeking to cash in on the pensions of aging employees.","['Jonas Åkerlund', '| ', '    Stars:', 'Mads Mikkelsen, ', 'Vanessa Hudgens, ', 'Katheryn Winnick, ', 'Fei Ren']","89,645",1428,2019,18+,6.3,16%,1.0,0,0,0,0,Jonas Åkerlund,"Action,Crime,Drama,Thriller","Germany,United States","English,Russian",118.0,Action
The Ballad of Buster Scruggs,(2018),R,133 min,"Comedy, Drama, Musical",7.3,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","['Ethan Coen, ', 'Joel Coen', '| ', '    Stars:', 'Tim Blake Nelson, ', 'Willie Watson, ', 'Clancy Brown, ', 'Danny McCarthy']","146,391",119,2018,18+,7.3,91%,1.0,0,0,0,0,"Ethan Coen,Joel Coen","Comedy,Drama,Musical,Mystery,Romance,Western",United States,"English,French",133.0,Comedy
Willy Wonka & the Chocolate Factory,(1971),G,100 min,"Family, Fantasy, Musical",7.8,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,"['Mel Stuart', '| ', '    Stars:', 'Gene Wilder, ', 'Jack Albertson, ', 'Peter Ostrum, ', 'Roy Kinnear']","200,703",55,1971,all,7.8,91%,1.0,0,0,0,0,Mel Stuart,"Family,Fantasy,Musical","United States,East Germany,West Germany,Belgium","English,French,German,Italian",100.0,Family
The Vault,(2021),R,118 min,"Action, Adventure, Thriller",6.4,Follows a genius engineering graduate who is interested in the Bank of Spain's safe.,"['Jaume Balagueró', '| ', '    Stars:', 'Freddie Highmore, ', 'Astrid Bergès-Frisbey, ', 'Sam Riley, ', 'Liam Cunningham']","25,121",1691,2017,,4.8,25%,1.0,0,0,0,0,Dan Bush,"Crime,Horror,Mystery,Thriller",United States,English,91.0,Crime
Footloose,(1984),PG,107 min,"Drama, Music, Romance",6.6,"A city teenager moves to a small town where rock music and dancing have been banned, and his rebellious spirit shakes up the populace.","['Herbert Ross', '| ', '    Stars:', 'Kevin Bacon, ', 'Lori Singer, ', 'John Lithgow, ', 'Dianne Wiest']","80,905",3750,2011,13+,5.9,69%,0.0,1,1,0,0,Craig Brewer,"Comedy,Drama,Music,Romance",United States,English,113.0,Comedy
Gerald's Game,(2017),TV-MA,103 min,"Drama, Horror, Thriller",6.5,"A couple tries to spice up their marriage in a remote lake house. After the husband dies unexpectedly, the wife is left handcuffed to their bed frame and must fight to survive and break free.","['Mike Flanagan', '| ', '    Stars:', 'Carla Gugino, ', 'Bruce Greenwood, ', 'Chiara Aurelia, ', 'Carel Struycken']","108,970",150,2017,18+,6.6,90%,1.0,0,0,0,0,Mike Flanagan,"Drama,Horror,Thriller",United States,English,103.0,Drama
Below Her Mouth,(2016),Not Rated,94 min,"Drama, Romance",5.5,An unexpected affair quickly escalates into a heart-stopping reality for two women whose passionate connection changes their lives forever.,"['April Mullen', '| ', '    Stars:', 'Erika Linder, ', 'Natalie Krill, ', 'Sebastian Pigott, ', 'Mayko Nguyen']","12,539",1002,2016,,5.5,22%,1.0,0,0,0,0,April Mullen,"Drama,Romance",Canada,English,94.0,Drama
Moonlight,(I) (2016),R,111 min,Drama,7.4,"A young African-American man grapples with his identity and sexuality while experiencing the everyday struggles of childhood, adolescence, and burgeoning adulthood.","['Barry Jenkins', '| ', '    Stars:', 'Mahershala Ali, ', 'Naomie Harris, ', 'Trevante Rhodes, ', 'Alex R. Hibbert']","305,932",53,2016,18+,7.4,98%,1.0,0,0,0,0,Barry Jenkins,Drama,United States,English,111.0,Drama
Marriage Story,(2019),R,137 min,"Drama, Romance",7.9,Noah Baumbach's incisive and compassionate look at a marriage breaking up and a family staying together.,"['Noah Baumbach', '| ', '    Stars:', 'Adam Driver, ', 'Scarlett Johansson, ', 'Julia Greer, ', 'Azhy Robertson']","303,984",31,2019,18+,8.0,95%,1.0,0,0,0,0,Noah Baumbach,"Comedy,Drama,Romance","United Kingdom,United States","English,Spanish",137.0,Comedy
Hell or High Water,(II) (2016),R,102 min,"Crime, Drama, Thriller",7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,"['David Mackenzie', '| ', '    Stars:', 'Chris Pine, ', 'Ben Foster, ', 'Jeff Bridges, ', 'Gil Birmingham']","229,943",42,2016,18+,7.6,97%,1.0,0,0,0,0,David Mackenzie,"Action,Crime,Drama,Thriller,Western",United States,English,102.0,Action
Army of the Dead,(2021),R,148 min,"Action, Crime, Horror",5.7,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","['Zack Snyder', '| ', '    Stars:', 'Dave Bautista, ', 'Ella Purnell, ', 'Ana de la Reguera, ', 'Omari Hardwick']","171,262",15277,2008,18+,2.6,,0.0,0,1,0,0,Zack Snyder,"Action,Horror,Sci-Fi,Thriller",United States,English,,Action
Rosemary's Baby,(1968),Approved,137 min,"Drama, Horror",8.0,"A young couple trying for a baby moves into an aging, ornate apartment building on Central Park West, where they find themselves surrounded by peculiar neighbors.","['Roman Polanski', '| ', '    Stars:', 'Mia Farrow, ', 'John Cassavetes, ', 'Ruth Gordon, ', 'Sidney Blackmer']","215,114",4446,1968,18+,8.0,96%,0.0,0,1,0,0,Roman Polanski,"Drama,Horror",United States,English,137.0,Drama
Monty Python and the Holy Grail,(1975),PG,91 min,"Adventure, Comedy, Fantasy",8.2,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles.","['Terry Gilliam, ', 'Terry Jones', '| ', '    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Eric Idle, ', 'Terry Gilliam']","538,546",15,1975,7+,8.2,97%,1.0,0,0,0,0,"Terry Gilliam,Terry Jones","Adventure,Comedy,Fantasy",United Kingdom,"English,French,Latin",91.0,Adventure
Climax,(I) (2018),R,97 min,"Drama, Horror, Music",6.9,"French dancers gather in a remote, empty school building to rehearse on a wintry night. The all-night celebration morphs into a hallucinatory nightmare when they learn their sangria is laced with LSD.","['Gaspar Noé', '| ', '    Stars:', 'Sofia Boutella, ', 'Romain Guillermic, ', 'Souheila Yacoub, ', 'Kiddy Smile']","67,926",4649,2018,18+,7.1,69%,0.0,0,1,0,0,Gaspar Noé,"Drama,Horror,Music,Thriller","France,Belgium","French,English",97.0,Drama
The Babysitter,(I) (2017),TV-MA,85 min,"Comedy, Horror",6.3,"When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.","['McG', '| ', '    Stars:', 'Judah Lewis, ', 'Samara Weaving, ', 'Robbie Amell, ', 'Hana Mae Lee']","92,479",385,2017,18+,6.3,71%,1.0,0,1,0,0,McG,"Comedy,Horror",United States,English,85.0,Comedy
Outlaw King,(2018),R,121 min,"Action, Biography, Drama",6.9,A true David vs. Goliath story of how the 14th century Scottish 'Outlaw King' Robert the Bruce used cunning and bravery to defeat the much larger and better equipped occupying English army.,"['David Mackenzie', '| ', '    Stars:', 'Chris Pine, ', 'Stephen Dillane, ', 'Rebecca Robin, ', 'Billy Howle']","71,960",358,2018,18+,6.9,61%,1.0,0,0,0,0,David Mackenzie,"Action,Biography,Drama,History,War","United Kingdom,United States","English,French,Scottish Gaelic",121.0,Action
Extraction,(2020),R,116 min,"Action, Thriller",6.7,"Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he's enlisted to rescue the kidnapped son of an imprisoned international crime lord.","['Sam Hargrave', '| ', '    Stars:', 'Chris Hemsworth, ', 'Bryon Lerum, ', 'Ryder Lerum, ', 'Rudhraksh Jaiswal']","200,239",113,2020,18+,6.8,68%,1.0,0,0,0,0,Sam Hargrave,"Action,Thriller",United States,"English,Hindi,Bengali",116.0,Action
Bird Box,(2018),R,124 min,"Horror, Mystery, Sci-Fi",6.6,"Five years after an ominous unseen presence drives most of society to suicide, a mother and her two children make a desperate bid to reach safety.","['Susanne Bier', '| ', '    Stars:', 'Sandra Bullock, ', 'Trevante Rhodes, ', 'John Malkovich, ', 'Sarah Paulson']","336,633",201,2018,18+,6.6,63%,1.0,0,0,0,0,Susanne Bier,"Drama,Horror,Sci-Fi",United States,English,124.0,Drama
Shot Caller,(2017),R,121 min,"Crime, Drama, Thriller",7.3,A newly released prisoner is forced by the leaders of his gang to orchestrate a major crime with a brutal rival gang on the streets of Southern California.,"['Ric Roman Waugh', '| ', '    Stars:', 'Nikolaj Coster-Waldau, ', 'Omari Hardwick, ', 'Lake Bell, ', 'Jon Bernthal']","86,482",188,2017,18+,7.3,69%,1.0,0,0,0,0,Ric Roman Waugh,"Crime,Drama,Thriller",United States,English,121.0,Crime
Lou,(I) (2022),R,107 min,"Action, Crime, Drama",5.9,"A storm rages. A young girl is kidnapped. Her mother teams up with the mysterious woman next door to pursue the kidnapper, a journey that tests their limits and exposes shocking secrets from their pasts.","['Anna Foerster', '| ', '    Stars:', 'Allison Janney, ', 'Jurnee Smollett, ', 'Logan Marshall-Green, ', 'Ridley Asha Bateman']",880,6113,2017,all,7.9,,0.0,0,1,0,0,Clara Balzary,"Short,Drama",United States,English,12.0,Short
Life of Brian,(1979),R,94 min,Comedy,8.0,"Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.","['Terry Jones', '| ', '    Stars:', 'Graham Chapman, ', 'John Cleese, ', 'Michael Palin, ', 'Terry Gilliam']","397,955",25,1979,18+,8.1,95%,1.0,0,0,0,0,Terry Jones,Comedy,United Kingdom,"English,Latin",94.0,Comedy
Cars 3,(2017),G,102 min,"Animation, Adventure, Comedy",6.7,Lightning McQueen sets out to prove to a new generation of racers that he's still the best race car in the world.,"['Brian Fee', '| ', '    Stars:', 'Owen Wilson, ', 'Cristela Alonzo, ', 'Chris Cooper, ', 'Nathan Fillion']","99,256",16306,2017,all,6.7,70%,0.0,0,0,1,0,Brian Fee,"Animation,Adventure,Comedy,Family,Sport",United States,English,102.0,Animation
Robin Hood,(2018),PG-13,116 min,"Action, Adventure, Drama",5.3,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,"['Otto Bathurst', '| ', '    Stars:', 'Taron Egerton, ', 'Jamie Foxx, ', 'Ben Mendelsohn, ', 'Eve Hewson']","73,741",5165,1922,7+,7.2,100%,0.0,0,1,1,0,Ridley Scott,"Action,Adventure,Drama,History","United States,United Kingdom","English,French,Ukrainian",140.0,Action
The Ritual,(I) (2017),TV-MA,94 min,"Horror, Mystery, Thriller",6.3,"A group of old college friends reunite for a trip to a forest in Sweden, Northern Europe, but encounter a menacing presence there stalking them.","['David Bruckner', '| ', '    Stars:', 'Rafe Spall, ', 'Arsher Ali, ', 'Robert James-Collier, ', 'Sam Troughton']","99,253",379,2017,18+,6.3,71%,1.0,0,0,0,0,David Bruckner,"Horror,Mystery,Thriller","United Kingdom,Canada","English,Swedish",94.0,Horror
The Emperor's New Groove,(2000),G,78 min,"Animation, Adventure, Comedy",7.4,"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder.","['Mark Dindal', '| ', '    Stars:', 'David Spade, ', 'John Goodman, ', 'Eartha Kitt, ', 'Patrick Warburton']","203,092",16270,2000,all,7.3,85%,0.0,0,0,1,0,Mark Dindal,"Animation,Adventure,Comedy,Family,Fantasy",United States,English,78.0,Animation
"Extremely Wicked, Shockingly Evil and Vile",(2019),R,110 min,"Biography, Crime, Drama",6.7,"A chronicle of the crimes of Ted Bundy from the perspective of Liz, his longtime girlfriend, who refused to believe the truth about him for years.","['Joe Berlinger', '| ', '    Stars:', 'Lily Collins, ', 'Zac Efron, ', 'Angela Sarafyan, ', 'Sydney Vollmer']","93,449",386,2019,18+,6.6,55%,1.0,0,0,0,0,Joe Berlinger,"Biography,Crime,Drama,Thriller",United States,English,110.0,Biography
Newness,(2017),Unrated,117 min,"Drama, Romance",6.3,"In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","['Drake Doremus', '| ', '    Stars:', 'Nicholas Hoult, ', 'Laia Costa, ', 'Danny Huston, ', 'Courtney Eaton']","16,901",647,2017,,6.4,69%,1.0,0,0,0,0,Drake Doremus,"Drama,Romance",United States,"English,Catalan,Spanish",117.0,Drama
Hush,(I) (2016),R,82 min,"Horror, Thriller",6.6,A deaf and mute writer who retreated into the woods to live a solitary life must fight for her life in silence when a masked killer appears at her window.,"['Mike Flanagan', '| ', '    Stars:', 'John Gallagher Jr., ', 'Kate Siegel, ', 'Michael Trucco, ', 'Samantha Sloyan']","132,650",157,2016,18+,6.6,91%,1.0,0,0,0,0,Mike Flanagan,"Horror,Thriller",United States,"English,American Sign Language",82.0,Horror
Kill Bill: Vol. 2,(2004),R,137 min,"Action, Crime, Thriller",8.0,"The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle.","['Quentin Tarantino', '| ', '    Stars:', 'Uma Thurman, ', 'David Carradine, ', 'Michael Madsen, ', 'Daryl Hannah']","749,653",3571,2004,18+,8.0,84%,0.0,1,0,0,0,Quentin Tarantino,"Action,Crime,Thriller",United States,"English,Cantonese,Mandarin,Spanish",137.0,Action
Between Two Ferns: The Movie,(2019),TV-MA,82 min,Comedy,6.1,Zach Galifianakis and his oddball crew take a road trip to complete a series of high-profile celebrity interviews.,"['Scott Aukerman', '| ', '    Stars:', 'Zach Galifianakis, ', 'Matthew McConaughey, ', 'Rekha Shankar, ', 'Olivia Mekdara']","32,734",644,2019,18+,6.1,77%,1.0,0,0,0,0,Scott Aukerman,Comedy,United States,English,82.0,Comedy
The Dirt,(2019),TV-MA,107 min,"Biography, Comedy, Drama",6.9,"Based on the bestselling autobiography from Mötley Crüe, the film is an unflinching tale of success and excess as four misfits rise from the streets of Hollywood to the heights of international fame.","['Jeff Tremaine', '| ', '    Stars:', 'Douglas Booth, ', 'Iwan Rheon, ', 'Colson Baker, ', 'Daniel Webber']","49,568",451,2019,18+,7.0,42%,1.0,0,0,0,0,Jeff Tremaine,"Biography,Comedy,Drama,Music",United States,English,107.0,Biography
Lilo & Stitch,(2002),PG,85 min,"Animation, Adventure, Comedy",7.3,"A young and parentless girl adopts a 'dog' from the local pound, completely unaware that it's supposedly a dangerous scientific experiment that's taken refuge on Earth and is now hiding from its creator and those who see it as a menace.","['Dean DeBlois, ', 'Chris Sanders', '| ', '    Stars:', 'Daveigh Chase, ', 'Chris Sanders, ', 'Tia Carrere, ', 'David Ogden Stiers']","190,010",16277,2002,7+,7.2,86%,0.0,0,0,1,0,"Dean DeBlois,Chris Sanders","Animation,Adventure,Comedy,Drama,Family,Fantasy,Sci-Fi",United States,"English,Hawaiian",85.0,Animation
The Invisible Guest,(2016),TV-MA,106 min,"Crime, Drama, Mystery",8.0,A successful entrepreneur accused of murder and a witness preparation expert have less than three hours to come up with an impregnable defense.,"['Oriol Paulo', '| ', '    Stars:', 'Mario Casas, ', 'Ana Wagener, ', 'Jose Coronado, ', 'Bárbara Lennie']","174,610",70,2016,18+,8.1,67%,1.0,0,0,0,0,Oriol Paulo,"Crime,Mystery,Thriller",Spain,Spanish,106.0,Crime
The Snowman,(2017),R,119 min,"Crime, Drama, Thriller",5.1,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,"['Tomas Alfredson', '| ', '    Stars:', 'Michael Fassbender, ', 'Rebecca Ferguson, ', 'Charlotte Gainsbourg, ', 'Jonas Karlsson']","64,629",4605,1982,all,8.2,80%,0.0,0,1,0,0,Tomas Alfredson,"Crime,Drama,Mystery,Thriller","United Kingdom,United States,China,Sweden,Japan","English,Russian",119.0,Crime
The Kissing Booth,(2018),TV-14,105 min,"Comedy, Romance",5.9,A high school student is forced to confront her secret crush at a kissing booth.,"['Vince Marcello', '| ', '    Stars:', 'Joey King, ', 'Jacob Elordi, ', 'Joel Courtney, ', 'Megan du Plessis']","83,980",715,2018,16+,6.1,17%,1.0,0,0,0,0,Vince Marcello,"Comedy,Romance","United Kingdom,United States",English,105.0,Comedy
Conan the Barbarian,(2011),R,113 min,"Action, Adventure, Fantasy",5.1,A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.,"['Marcus Nispel', '| ', '    Stars:', 'Jason Momoa, ', 'Ron Perlman, ', 'Rose McGowan, ', 'Stephen Lang']","99,364",3991,2011,18+,5.2,25%,0.0,1,1,0,0,John Milius,"Action,Adventure,Fantasy","United States,Spain,Mexico",English,129.0,Action
1922,(2017),TV-MA,102 min,"Crime, Drama, Horror",6.2,"A simple yet proud farmer in the year 1922 conspires to murder his wife for financial gain, convincing his teenage son to assist. But their actions have unintended consequences.","['Zak Hilditch', '| ', '    Stars:', 'Thomas Jane, ', 'Molly Parker, ', 'Dylan Schmid, ', 'Kaitlyn Bernard']","63,582",307,2017,18+,6.3,90%,1.0,0,0,0,0,Zak Hilditch,"Crime,Drama,Horror,Mystery,Thriller",United States,English,102.0,Crime
Green Room,(2015),R,95 min,"Crime, Drama, Horror",7.0,A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,"['Jeremy Saulnier', '| ', '    Stars:', 'Anton Yelchin, ', 'Imogen Poots, ', 'Alia Shawkat, ', 'Patrick Stewart']","123,286",117,2015,18+,7.0,91%,1.0,0,0,0,0,Jeremy Saulnier,"Horror,Music,Thriller",United States,English,95.0,Horror
Murder Mystery,(2019),PG-13,97 min,"Action, Comedy, Crime",6.0,"A New York cop and his wife go on a European vacation to reinvigorate the spark in their marriage, but end up getting framed and on the run for the death of an elderly billionaire.","['Kyle Newacheck', '| ', '    Stars:', 'Adam Sandler, ', 'Jennifer Aniston, ', 'Luke Evans, ', 'Terence Stamp']","127,206",581,2019,13+,6.0,44%,1.0,0,0,0,0,Kyle Newacheck,"Action,Comedy,Crime,Mystery,Romance",United States,"English,French",97.0,Action
Hunt for the Wilderpeople,(2016),PG-13,101 min,"Adventure, Comedy, Drama",7.8,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.,"['Taika Waititi', '| ', '    Stars:', 'Sam Neill, ', 'Julian Dennison, ', 'Rima Te Wiata, ', 'Rachel House']","130,345",3576,2016,13+,7.9,96%,0.0,1,0,0,0,Taika Waititi,"Adventure,Comedy,Drama",New Zealand,English,101.0,Adventure
What Happened to Monday,(2017),TV-MA,123 min,"Action, Crime, Fantasy",6.8,"In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.","['Tommy Wirkola', '| ', '    Stars:', 'Noomi Rapace, ', 'Glenn Close, ', 'Willem Dafoe, ', 'Marwan Kenzari']","122,876",248,2017,18+,6.9,59%,1.0,0,0,0,0,Tommy Wirkola,"Action,Adventure,Crime,Fantasy,Mystery,Sci-Fi,Thriller","United Kingdom,France,United States,Belgium",English,123.0,Action
As Good as It Gets,(1997),PG-13,139 min,"Comedy, Drama, Romance",7.7,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.","['James L. Brooks', '| ', '    Stars:', 'Jack Nicholson, ', 'Helen Hunt, ', 'Greg Kinnear, ', 'Cuba Gooding Jr.']","298,034",62,1997,13+,7.7,85%,1.0,0,0,0,0,James L. Brooks,"Comedy,Drama,Romance",United States,English,139.0,Comedy
The Danish Girl,(2015),R,119 min,"Biography, Drama, Romance",7.1,A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,"['Tom Hooper', '| ', '    Stars:', 'Eddie Redmayne, ', 'Alicia Vikander, ', 'Amber Heard, ', 'Ben Whishaw']","185,277",199,2015,18+,7.1,67%,1.0,0,0,0,0,Tom Hooper,"Biography,Drama,Romance","United Kingdom,United States,Germany,Denmark,Belgium,Japan","English,French,German",119.0,Biography
